Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,37,Sat,2019-05-18,21:00,Lyon,2.7,4–0,0.3,Caen,51408,Groupama Stadium,Amaury Delerue,Match Report,
Regular Season,37,Sat,2019-05-18,21:00,Lille,2.8,5–0,1.3,Angers,42704,Stade Pierre-Mauroy,François Letexier,Match Report,
Regular Season,37,Sat,2019-05-18,21:00,Paris S-G,3.2,4–0,1.0,Dijon,47532,Parc des Princes,Jérôme Brisard,Match Report,
Regular Season,37,Sat,2019-05-18,21:00,Montpellier,0.9,1–1,0.7,Nantes,16063,Stade de la Mosson,Ruddy Buquet,Match Report,
Regular Season,37,Sat,2019-05-18,21:00,Guingamp,2.5,2–2,1.8,Nîmes,12096,Stade du Roudourou,Jérôme Miguelgorry,Match Report,

Regular Season,38,Fri,2019-05-24,21:05,Nantes,1.5,0–1,0.9,Strasbourg,30636,Stade de la Beaujoire - Louis Fonteneau,Karim Abed,Match Report,
Regular Season,38,Fri,2019-05-24,21:05,Nîmes,1.5,2–3,1.4,Lyon,14986,Stade des Costières,François Letexier,Match Report,
Regular Season,38,Fri,2019-05-24,21:05,Marseille,1.4,1–0,0.7,Montpellier,53788,Orange Vélodrome,Antony Gautier,Match Report,
Regular Season,38,Fri,2019-05-24,21:05,Dijon,1.1,2–1,0.5,Toulouse,14050,Stade Gaston Gérard,Mikael Lesage,Match Report,
Regular Season,38,Fri,2019-05-24,21:05,Reims,1.1,3–1,1.8,Paris S-G,20299,Stade Auguste-Delaune II,Nicolas Rainville,Match Report,
Regular Season,38,Fri,2019-05-24,21:05,Angers,1.8,1–1,1.3,Saint-Étienne,16011,Stade Raymond Kopa,Johan Hamel,Match Report,
Regular Season,38,Fri,2019-05-24,21:05,Amiens,2.0,2–1,1.2,Guingamp,11932,Stade de la Licorne,Amaury Delerue,Match Report,
Regular Season,38,Fri,2019-05-24,21:05,Nice,1.4,2–0,2.0,Monaco,23356,Stade de Nice,Ruddy Buquet,Match Report,
Regular Season,38,Fri,2019-05-24,21:05,Rennes,2.4,3–1,1.4,Lille,28185,Roazhon Park,Olivier Thual,Match Report,
Regular Season,38,Fri,2019-05-24,21:05,Caen,0.6,0–1,1.0,Bordeaux,19355,Stade Michel d'Ornano,Clément Turpin,Match Report,

French 1/2 Relegation/Promotion Playoffs,,Thu,2019-05-30,20:45,Lens,,1–1,,Dijon,37355,Stade Bollaert-Delelis,,Match Report,Leg 1 of 2
French 1/2 Relegation/Promotion Playoffs,,Sun,2019-06-02,21:00,Dijon,,3–1,,Lens,15367,Stade Gaston Gérard,,Match Report,Leg 2 of 2; Dijon won
