Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,37,Sat,2018-05-12,21:00,Angers,1.1,0–2,0.8,Nantes,15567,Stade Raymond Kopa,Benoît Millot,Match Report,
Regular Season,37,Sat,2018-05-12,21:00,Monaco,2.5,1–0,0.9,Saint-Étienne,10742,Stade Louis II.,Benoît Bastien,Match Report,

Regular Season,38,Sat,2018-05-19,21:00,Saint-Étienne,2.7,5–0,0.7,Lille,22665,Stade Geoffroy-Guichard,François Letexier,Match Report,
Regular Season,38,Sat,2018-05-19,21:00,Caen,0.7,0–0,1.0,Paris S-G,19999,Stade Michel d'Ornano,Antony Gautier,Match Report,
Regular Season,38,Sat,2018-05-19,21:00,Dijon,0.8,2–1,2.3,Angers,14270,Stade Gaston Gérard,Thomas Léonard,Match Report,
Regular Season,38,Sat,2018-05-19,21:00,Marseille,2.4,2–1,0.5,Amiens,56120,Orange Vélodrome,Jérôme Brisard,Match Report,
Regular Season,38,Sat,2018-05-19,21:00,Rennes,0.7,1–1,0.6,Montpellier,28126,Roazhon Park,Karim Abed,Match Report,
Regular Season,38,Sat,2018-05-19,21:00,Nantes,0.7,1–0,0.6,Strasbourg,19595,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,Match Report,
Regular Season,38,Sat,2018-05-19,21:00,Metz,0.5,0–4,2.1,Bordeaux,12400,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,Match Report,
Regular Season,38,Sat,2018-05-19,21:00,Lyon,2.7,3–2,1.3,Nice,56953,Groupama Stadium,Benoît Bastien,Match Report,
Regular Season,38,Sat,2018-05-19,21:00,Toulouse,2.3,2–1,0.6,Guingamp,24306,Stadium Municipal,Mikael Lesage,Match Report,
Regular Season,38,Sat,2018-05-19,21:00,Troyes,1.1,0–3,2.2,Monaco,14585,Stade de l'Aube,Clément Turpin,Match Report,

French 1/2 Relegation/Promotion Playoffs,,Wed,2018-05-23,20:45,Ajaccio,,0–3,,Toulouse,,Stade de la Mosson,,Match Report,Leg 1 of 2
French 1/2 Relegation/Promotion Playoffs,,Sun,2018-05-27,21:00,Toulouse,,1–0,,Ajaccio,25487,Stadium Municipal,,Match Report,Leg 2 of 2; Toulouse won
